Higher taxonomic group,Order,Family,Genus,species,data or source,chromosome number (female),chromosome number (male),c-value,"predicted ploidy (1n, 2n, 3n, 4n)","sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","genotypic  (male or female heterogametic, GSD, polygenic)","maternal/haplo-diploid (maternal, haplo-diploid)","environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","polyfactorial (yes, no)","molecular basis (dosage, Y dominant, W dominant)",entry initials,"notes, comments",source: chromosome number (female),source: chromosome number (male),source: c-value,"source: predicted ploidy (1n, 2n, 3n, 4n)","source: sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","source: karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","source: genotypic  (male or female heterogametic, GSD, polygenic)","source: maternal/haplo-diploid (maternal, haplo-diploid)","source: environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","source: polyfactorial (yes, no)","source: molecular basis (dosage, Y dominant, W dominant)"
amphibia,Anura,Leptodactylidae,Eleutherodactylus ,shrevei-2,data,32,32,2.2,2n,,ZW,female heterogametic,,,,,NP,giant W,"Schmid|M.|2002|Schmid M, Feichtinger W, Steinlein C. et al. 2002. Cytogenet. Genome Res. 97: 81-94","Schmid|M.|2002|Schmid M, Feichtinger W, Steinlein C. et al. 2002. Cytogenet. Genome Res. 97: 81-94","Schmid|M.|2002|Schmid M, Feichtinger W, Steinlein C. et al. 2002. Cytogenet. Genome Res. 97: 81-94",,,"Schmid|M.|2002|Schmid M, Feichtinger W, Steinlein C. et al. 2002. Cytogenet. Genome Res. 97: 81-94","Schmid|M.|2002|Schmid M, Feichtinger W, Steinlein C. et al. 2002. Cytogenet. Genome Res. 97: 81-94",,,,
amphibia,Anura,Leptodactylidae,Engystomops,petersi,data,,,,,,homomorphic,male heterogametic,,,,,NP,,,,,,,"Targueta|C.P.|2008|Targueta CP, Rivera M, Souza MB et al 2010. Mol Phylogenet Evol 54: 709-725","Targueta|C.P.|2008|Targueta CP, Rivera M, Souza MB et al 2010. Mol Phylogenet Evol 54: 709-725",,,,
amphibia,Anura,Leptodactylidae,Eupsophus,insularis,data,30,30,,,,homomorphic,male heterogametic,,,,,NP,,"Cuevas|C.C.|1996|Cuevas CC, Formas JR. 1996 Chromosome Res. 1996: 467-470","Cuevas|C.C.|1996|Cuevas CC, Formas JR. 1996 Chromosome Res. 1996: 467-470",,,,"Cuevas|C.C.|1996|Cuevas CC, Formas JR. 1996 Chromosome Res. 1996: 467-470","Cuevas|C.C.|1996|Cuevas CC, Formas JR. 1996 Chromosome Res. 1996: 467-470",,,,
amphibia,Anura,Leptodactylidae,Eupsophus,migueli,data,,,,,,homomorphic,male heterogametic,,,,,NP,C-banding,,,,,,"Iturra|P.|1989|Iturra P, Veloso A. 1989 Genetica 78: 25-31","Iturra|P.|1989|Iturra P, Veloso A. 1989 Genetica 78: 25-31",,,,
amphibia,Anura,Leptodactylidae,Hylodes,phyllodes ,data,26,26,,,,,,,,,,NP,,"Aguiar|O.|2004|Aguiar O, Carvalho KA, Giaretta AA et al 2004. Genetica 121: 43-53","Aguiar|O.|2004|Aguiar O, Carvalho KA, Giaretta AA et al 2004. Genetica 121: 43-53",,,,,,,,,
amphibia,Anura,Leptodactylidae,Physalaemus,ephippifer,data,22,22,,,,homomorphic,female heterogametic,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Nascimento|J.|2010|Nascimento J., Quinderй YR, Recco-Pimentel SM, Lima JR, Lourenзo LB. 2010. Genetica 2010 138:1127-1132","Nascimento|J.|2010|Nascimento J., Quinderй YR, Recco-Pimentel SM, Lima JR, Lourenзo LB. 2010. Genetica 2010 138:1127-1132",,,,
amphibia,Anura,Leptodactylidae,Physalaemus ,petersi,data,22,22,,,,homomorphic,male heterogametic,,,,,NP,,"Lourenзo|L.B.|1999|Lourenзo LB, Recco-Pimentel SM, Cardoso AJ. Can. J. Zool. 1999.  77: 624-631","Lourenзo|L.B.|1999|Lourenзo LB, Recco-Pimentel SM, Cardoso AJ. Can. J. Zool. 1999.  77: 624-631",,,,"Lourenзo|L.B.|1999|Lourenзo LB, Recco-Pimentel SM, Cardoso AJ. Can. J. Zool. 1999.  77: 624-631","Lourenзo|L.B.|1999|Lourenзo LB, Recco-Pimentel SM, Cardoso AJ. Can. J. Zool. 1999.  77: 624-631",,,,
amphibia,Anura,Leptodactylidae,Pristimantis,dundeei,data,28,28,,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,,,
amphibia,Anura,Leptodactylidae,Pristimantis,paulodutrai,data,30,30,,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,,,
amphibia,Anura,Leptodactylidae,Pseudopaludicola,canga,data,18,18,,,,homomorphic,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Duarte|T.C.|2010|Duarte TC, Henschel S, Sperling K et al 2010. Hereditas 147: 43-52",,,,,
amphibia,Anura,Leptodactylidae,Pseudopaludicola,murundu,data,22,22,,,,homomorphic,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Toledo|L.F.|2010|Toledo LF, Siquiera S, Duarte TC et al 2010 Zootaxa 2496: 38-48",,,,,
amphibia,Anura,Leptodactylidae,Pseudopaludicola,saltica,data,22,22,,,,homomorphic,male heterogametic,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Duarte|T.C.|2010|Duarte TC, Henschel S, Sperling K et al 2010. Hereditas 147: 43-52","Duarte|T.C.|2010|Duarte TC, Henschel S, Sperling K et al 2010. Hereditas 147: 43-52",,,,
amphibia,Anura,Myobatrachidae,Crinia,bilingua,data,,,,,,ZW,female heterogametic,,,,,NP,W>Z,,,,,,Mahony|M.J.|1991|Mahony MJ. 1991. Genome 34: 334-337,Mahony|M.J.|1991|Mahony MJ. 1991. Genome 34: 334-337,,,,
amphibia,Anura,Myobatrachidae,Neobatrachus,sudelli,data,48,48,5.23,4n,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,
amphibia,Anura,Myobatrachidae,Neobatrachus,sutor,data,48,48,5.23,4n,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,
amphibia,Anura,Pelobatidae,Pelobates,fuscus,data,26,26,4.1,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,,
amphibia,Anura,Pelodytidae,Pelodytes,punctatus,data,24,24,2.44,,,,male heterogametic,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,Zaborski|P.|1979|Zaborski P. 1979. CRAS D 289:1153-1156,,,,
amphibia,Anura,Pipidae,Silurana,tropicalis,data,20,20,1.74,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,,
amphibia,Anura,Pipidae,Xenopus,laevis,data,36,36,3.09,4n,,homomorphic,female heterogametic,,,,DM-W,NP,chromosome 3,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Zaborski|P.|1979|Zaborski P. 1979. CRAS D 289:1153-1156,,,,
amphibia,Anura,Pipidae,Xenopus,ruwenzoriensis,data,108,108,7.95,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,,
amphibia,Anura,Racophoridae,Buergeria ,buergeri,data,,,,,,ZW,female heterogametic,,,,,NP,AAT-1(expressed on both Z and W),,,,,,"Schmid|M.|1993|Schmid M, Ohta S, Steinlein C et al. 1993. Cytogenet Cell Genet 62:238-246","Schmid|M.|1993|Schmid M, Ohta S, Steinlein C et al. 1993. Cytogenet Cell Genet 62:238-246",,,,
amphibia,Anura,Racophoridae,Buergeria ,buergeri,data,,,,,,ZW,female heterogametic,,,,,NP,AAT-1(expressed on both Z and W),,,,,,"Schmid|M.|1993|Schmid M, Ohta S, Steinlein C et al. 1993. Cytogenet Cell Genet 62:238-246","Schmid|M.|1993|Schmid M, Ohta S, Steinlein C et al. 1993. Cytogenet Cell Genet 62:238-246",,,,
amphibia,Anura,Racophoridae,Buergeria ,buergeri,data,,,,,,ZW,female heterogametic,,,,,NP,AAT-1(expressed on both Z and W),,,,,,"Schmid|M.|1993|Schmid M, Ohta S, Steinlein C et al. 1993. Cytogenet Cell Genet 62:238-246","Schmid|M.|1993|Schmid M, Ohta S, Steinlein C et al. 1993. Cytogenet Cell Genet 62:238-246",,,,
amphibia,Anura,Ranidae, Euphlyctis,hexadactylus,data,,,,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Shanti|P.A.|2010|Shantzi PA, Singh P, Barh D. et al 2010. Int J Integr Biol 9: 6-9",,,,,
amphibia,Anura,Ranidae, Euphlyctis,hexadactylus,data,,,,,,,,,,,,NP,,,,,,,,,,,,
amphibia,Anura,Ranidae, Euphlyctis,cyanophlyctis,data,,,,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Shanti|P.A.|2010|Shantzi PA, Singh P, Barh D. et al 2010. Int J Integr Biol 9: 6-9",,,,,
amphibia,Anura,Ranidae, Euphlyctis,cyanophlyctis,data,,,,,,,,,,,,NP,,,,,,,,,,,,
amphibia,Anura,Ranidae,Amolops,mantzorum,data,,,,,,homomorphic,male heterogametic,,,,,NP,,,,,,,"Zhengan|W.|1987|Zhengan W, Anning T, Ermi Z 1987. Acta Genetica Sinica 14: 63-68","Zhengan|W.|1987|Zhengan W, Anning T, Ermi Z 1987. Acta Genetica Sinica 14: 63-68",,,,
amphibia,Anura,Ranidae,Fejervarya,ssp,data,26,26,,,,homomorphic,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Joshi|S.A.|2008|Joshy SA, Kuramato M. 2008. Cytologia 73: 243-250",,,,,
amphibia,Anura,Ranidae,Pyxicephalus,adspersus,data,26,26,1.4,,,ZW,female heterogametic,,,,,NP,W<<Z,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Schmid|M.|1980|Schmid M. 1980. Chromosoma 80: 69-96,Schmid|M.|1980|Schmid M. 1980. Chromosoma 80: 69-96,,,,
amphibia,Anura,Ranidae,Rana,tigrina,data,26,26,,,,homomorphic,female heterogametic,,,,,NP,heterochromatic W,http://www.genomesize.com/,http://www.genomesize.com/,,,,"Chakrabarti|S.|1983|Chakrabarti S, Banerjee SN, Neogi LN et al 1983. Experientia 39: 321-322.","Chakrabarti|S.|1983|Chakrabarti S, Banerjee SN, Neogi LN et al 1983. Experientia 39: 321-322.",,,,
amphibia,Anura,Ranidae,Rana ,esculenta,data,26,26,5.6,2n,,homomorphic,male heterogametic,,,,,NP,"chromosome 4; MPI, LDH-B, PEP-B, HK-1 (Hotz et al.,  1997), replication patterns",http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,"Schempp|W.|1981|Schempp W, Schmid M. 1981. Chromosoma 83: 697-710","Schempp|W.|1981|Schempp W, Schmid M. 1981. Chromosoma 83: 697-710",,,,
amphibia,Anura,Ranidae,Rana ,berlandieri,data,,,,,,homomorphic,male heterogametic,,,,,NP,"Alb, F16DP, ADH-2, PGM-1, b-GLU",,,,,,"Wright|D.A.|1983|Wright DA, Richards CM, Frost JS et al. 1983. Isozymes Curr Top Biol Med Res 10: 287-311","Wright|D.A.|1983|Wright DA, Richards CM, Frost JS et al. 1983. Isozymes Curr Top Biol Med Res 10: 287-311",,,,
amphibia,Anura,Ranidae,Rana ,blairi,data,,,,,,homomorphic,male heterogametic,,,,,NP,SOD-1,,,,,,"Wright|D.A.|1983|Wright DA, Richards CM, Frost JS et al. 1983. Isozymes Curr Top Biol Med Res 10: 287-311","Wright|D.A.|1983|Wright DA, Richards CM, Frost JS et al. 1983. Isozymes Curr Top Biol Med Res 10: 287-311",,,,
amphibia,Anura,Ranidae,Rana ,brevipoda,data,,,,,,homomorphic,male heterogametic,,,,,NP,chromosome 3; ME-1 ,,,,,,"Wright|D.A.|1983|Wright DA, Richards CM, Frost JS et al. 1983. Isozymes Curr Top Biol Med Res 10: 287-311","Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ",,,,
amphibia,Anura,Ranidae,Rana ,brevipoda,data,,,,,,homomorphic,male heterogametic,,,,,NP,chromosome 3; ME-1 ,,,,,,,,,,,
amphibia,Anura,Ranidae,Rana ,catesbeiana,data,26,26,6.63,2n,,homomorphic,male heterogametic,,,,,NP,chromosome 4; LDH-B ,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Elinson|R.P.|1981|Elinson RP. Devel Biol 81:167-176,,,,
amphibia,Anura,Ranidae,Rana ,clamitans,data,26,26,7.17,2n,,homomorphic,male heterogametic,,,,,NP,Chromosome 8; ACON-1,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Elinson|R.P.|1983|Elinson RP. Biochem. Genet 21:435-442,,,,
amphibia,Anura,Ranidae,Rana ,dybowskii,data,24,24,,2n,,homomorphic,,,,,,NP,,"Xia|Y.G.|2006|Xia YG, Zhao WG, Liu LL et al 2006. Chinese J. Zool. 41: 103-106","Xia|Y.G.|2006|Xia YG, Zhao WG, Liu LL et al 2006. Chinese J. Zool. 41: 103-106",,http://www.genomesize.com/,,"Xia|Y.G.|2006|Xia YG, Zhao WG, Liu LL et al 2006. Chinese J. Zool. 41: 103-106",,,,,
amphibia,Anura,Ranidae,Rana ,huanrenesis,data,24,24,,2n,,homomorphic,,,,,,NP,,"Xia|Y.G.|2006|Xia YG, Zhao WG, Liu LL et al 2006. Chinese J. Zool. 41: 103-106","Xia|Y.G.|2006|Xia YG, Zhao WG, Liu LL et al 2006. Chinese J. Zool. 41: 103-106",,http://www.genomesize.com/,,"Xia|Y.G.|2006|Xia YG, Zhao WG, Liu LL et al 2006. Chinese J. Zool. 41: 103-106",,,,,
amphibia,Anura,Ranidae,Rana ,japonica,data,26,26,5.1,2n,,homomorphic,male heterogametic,,,,,NP,unknown,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,"Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ","Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ",,,,
amphibia,Anura,Ranidae,Rana ,japonica,data,26,26,5.1,2n,,homomorphic,male heterogametic,,,,,NP,unknown,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,"Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ","Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ",,,,
amphibia,Anura,Ranidae,Rana ,japonica,data,26,26,5.1,2n,,homomorphic,male heterogametic,,,,,NP,unknown,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,"Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ","Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ",,,,
amphibia,Anura,Ranidae,Rana ,nigromaculata,data,26,26,6,,,homomorphic,,,,,,NP,unknown ,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Wu|H.|1985|Wu H, Zhang H. 1985. Acta Genetica sinica","Wu|H.|1985|Wu H, Zhang H. 1985. Acta Genetica sinica",,,,
amphibia,Anura,Ranidae,Rana ,nigromaculata,data,26,26,6,,,homomorphic,,,,,,NP,unknown ,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Wu|H.|1985|Wu H, Zhang H. 1985. Acta Genetica sinica",,,,,
amphibia,Anura,Ranidae,Rana ,pipiens,data,26,26,5.2,,,homomorphic,male heterogametic,,,,,NP,"PEP-C, SOD-1",http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Wright|D.A.|1983|Wright DA, Richards CM. 1983. Genetics 103: 249-261","Wright|D.A.|1983|Wright DA, Richards CM. 1983. Genetics 103: 249-261",,,,
amphibia,Anura,Ranidae,Rana ,pipiens,data,26,26,5.2,,,homomorphic,male heterogametic,,,,,NP,"PEP-C, SOD-1",http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Wright|D.A.|1983|Wright DA, Richards CM. 1983. Genetics 103: 249-261","Wright|D.A.|1983|Wright DA, Richards CM. 1983. Genetics 103: 249-261",,,,
amphibia,Anura,Ranidae,Rana ,ridibunda,data,26,26,5.51,,,homomorphic,male heterogametic,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Zaborski|P.|1979|Zaborski P. 1979. CRAS D 289:1153-1156,Zaborski|P.|1979|Zaborski P. 1979. CRAS D 289:1153-1156,,,,
amphibia,Anura,Ranidae,Rana ,rugosa,data,,,,,,heteromorphic,female heterogametic,,,,,NP,ADP:ATP translocase ,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ","Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ",,,,
amphibia,Anura,Ranidae,Rana ,rugosa,data,,,,,,heteromorphic,female heterogametic,,,,,NP,ADP:ATP translocase ,,,,,,"Miura|I.|1996|Miura I, Ohtani H, Kashiwagi A et al 1996. Chromosoma 105: 237-241","Miura|I.|1996|Miura I, Ohtani H, Kashiwagi A et al 1996. Chromosoma 105: 237-241",,,,
amphibia,Anura,Ranidae,Rana ,sakurai,data,26,26,,,,homomorphic,male heterogametic,,,,,NP,,"Ryuzaki|M.|1999|Ryuzaki M, Hanada H, Okumoto H et al 1999. Chromosome Res 7:31-42","Ryuzaki|M.|1999|Ryuzaki M, Hanada H, Okumoto H et al 1999. Chromosome Res 7:31-42",,,,"Ryuzaki|M.|1999|Ryuzaki M, Hanada H, Okumoto H et al 1999. Chromosome Res 7:31-42","Ryuzaki|M.|1999|Ryuzaki M, Hanada H, Okumoto H et al 1999. Chromosome Res 7:31-42",,,,
amphibia,Anura,Ranidae,Rana ,sphenocephala,data,26,26,7.5,,,homomorphic,male heterogametic,,,,,NP,Chromosome 8; ACON-1,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Wright|D.A.|1983|Wright DA, Richards CM. 1983. Genetics 103: 249-261","Wright|D.A.|1983|Wright DA, Richards CM. 1983. Genetics 103: 249-261",,,,
amphibia,Anura,Ranidae,Rana ,tagoi,data,26,26,,,,XY,,,,,,NP,,"Ryuzaki|M.|2006|Ryuzaki M, Nishioka M, Kawamura T. 2006. Cytohgenet Genome Res 114:56-65","Ryuzaki|M.|2006|Ryuzaki M, Nishioka M, Kawamura T. 2006. Cytohgenet Genome Res 114:56-65",,,,"Ryuzaki|M.|2006|Ryuzaki M, Nishioka M, Kawamura T. 2006. Cytohgenet Genome Res 114:56-65","Ryuzaki|M.|2006|Ryuzaki M, Nishioka M, Kawamura T. 2006. Cytohgenet Genome Res 114:56-65",,,,
amphibia,Anura,Ranidae,Rana ,tagoi,data,26,26,,,,XY,,,,,,NP,,"Ryuzaki|M.|1999|Ryuzaki M, Hanada H, Okumoto H et al 1999. Chromosome Res 7:31-42","Ryuzaki|M.|1999|Ryuzaki M, Hanada H, Okumoto H et al 1999. Chromosome Res 7:31-42",,,,"Ryuzaki|M.|1999|Ryuzaki M, Hanada H, Okumoto H et al 1999. Chromosome Res 7:31-42",,,,,
amphibia,Anura,Ranidae,Rana ,temporaria,data,26,26,3.31,,,homomorphic,male heterogametic,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Schempp|W.|1981|Schempp W, Schmid M. 1981. Chromosoma 83: 697-710","Schempp|W.|1981|Schempp W, Schmid M. 1981. Chromosoma 83: 697-710",,,,
amphibia,Anura,Ranidae,Rana ,tsushimensis,data,,,5.15,,,homomorphic,male heterogametic,,,,,NP,,,,http://www.genomesize.com/,,,"Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ","Kawamura|T.|1977|Kawamura T, Nishioka M. 1977. In Taylor DH, Guttman DI The reproductive Biology of Amphibians, Plenum Pub. NY ",,,,
amphibia,Anura,Ranidae,Tomopterna,delalandii,data,,,,,,heteromorphic,female heterogametic,,,,,NP,,,,,,,Schmid|M.|1980|Schmid M. 1980. Chromosoma 80: 69-96,Schmid|M.|1980|Schmid M. 1980. Chromosoma 80: 69-96,,,,
amphibia,Anura,Ranidae,Tomopterna,labrosa,data,26,26,3.25,,,,,,,,,NP,,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,,,,,
amphibia,Caudata,Ambystomatidae,Ambystoma,laterale,data,28,28,29.2,2n,,homomorphic,female heterogametic,,,,,NP,"C-banding, WW viable",http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,Sessions|S.K.|1982|Sessions S.K. 1982. Chromosoma 84:599-621 ,Sessions|S.K.|1982|Sessions S.K. 1982. Chromosoma 84:599-621 ,,,,
amphibia,Caudata,Ambystomatidae,Ambystoma,laterale-2 ,data,,,51.75,3n,,homomorphic,,,,,,NP,C-banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,Sessions|S.K.|1982|Sessions S.K. 1982. Chromosoma 84:599-621 ,,,,,
amphibia,Caudata,Ambystomatidae,Ambystoma,laterale-3 jeffersonianum,data,,,47.5,4n,,homomorphic,,,,,,NP,C-banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,Sessions|S.K.|1982|Sessions S.K. 1982. Chromosoma 84:599-621 ,,,,,
amphibia,Caudata,Ambystomatidae,Ambystoma,mexicanum,data,28,28,48,,,homomorphic,female heterogametic,,,,,NP,C-banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Humphrey|R.R.|1945|Humphrey R.R 1945. Am. J. Anat. 76:33-66 ,Humphrey|R.R.|1945|Humphrey R.R 1945. Am. J. Anat. 76:33-66 ,,,,
amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,data,28,28,37.79,,,homomorphic,female heterogametic,,,,,NP,C-banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Humphrey|R.R.|1957|Humphrey R.R 1957. J. Exp. Zool. 134: 91-101,Humphrey|R.R.|1957|Humphrey R.R 1957. J. Exp. Zool. 134: 91-101,,,,
amphibia,Caudata,Hynobiidae,Hynobius,tenuis-=hidamontanus,data,56,56,,,,ZW,female heterogametic,,,,,NP,,"Ikebe|C.|2002|Ikebe C, Kohno S, Nambu H. 2000. Chromosome Sci. 4: 111-115","Ikebe|C.|2002|Ikebe C, Kohno S, Nambu H. 2000. Chromosome Sci. 4: 111-115",,,,"Ikebe|C.|2002|Ikebe C, Kohno S, Nambu H. 2000. Chromosome Sci. 4: 111-115","Ikebe|C.|2002|Ikebe C, Kohno S, Nambu H. 2000. Chromosome Sci. 4: 111-115",,,,
amphibia,Caudata,Hynobiidae,Hynobius ,quelpaertensis,data,,,,,,ZW,female heterogametic,,,,,NP,"W>>Z, several haplotypes; NOR",,,,,,"Ikebe|C.|2005|Ikebe C, Kuro-o M, Ohtani H et al 2005. Chrom Res. 13: 157-167","Ikebe|C.|2005|Ikebe C, Kuro-o M, Ohtani H et al 2005. Chrom Res. 13: 157-167",,,,
amphibia,Caudata,Hynobiidae,Hynobius ,tokyoensis,data,56,56,,,,homomorphic,female heterogametic,,,,,NP,3 different W haplotypes,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Kuro-o|M.|2002|Kuro-o M, Ikebe C, Izumisawa Y et al 2002. Cytogenet Genome Res. 99: 194-199","Kuro-o|M.|2002|Kuro-o M, Ikebe C, Izumisawa Y et al 2002. Cytogenet Genome Res. 99: 194-199",,,,
amphibia,Caudata,Plethodontidae,Aneides,ferreus,data,28,28,40.9,,,ZW,female heterogametic,,,,,NP,"pericentric inversion, depends on populations",http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Kezer|J.|1979|Kezer J. and Sessions SK. 1979. Chromosoma. 71: 65-80,,,,,
amphibia,Caudata,Plethodontidae,Chiropterotriton,dimidiatus,data,26,26,27.8,,,ZW,female heterogametic,,,,,NP,pericentric inversion,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Sessions|S.K.|1984|Sesssions SK 1984 in Hillis DM Green DM 1990 J Evol Biol 3: 49-64,Sessions|S.K.|1984|Sesssions SK 1984 in Hillis DM Green DM 1990 J Evol Biol 3: 49-64,,,,
amphibia,Caudata,Plethodontidae,Dendrotriton,bromeliacea,data,26,26,36.9,,,XY,male heterogametic,,,,,NP,size difference,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Leon|P.|1978|Leon P and Kezer J. 1978. Chromosoma 65: 213-230,Leon|P.|1978|Leon P and Kezer J. 1978. Chromosoma 65: 213-230,,,,
amphibia,Caudata,Plethodontidae,Dendrotriton,cuchumatanes,data,,,,,,XY,male heterogametic,,,,,NP,size difference,,,,,,Leon|P.|1978|Leon P and Kezer J. 1978. Chromosoma 65: 213-230,Leon|P.|1978|Leon P and Kezer J. 1978. Chromosoma 65: 213-230,,,,
amphibia,Caudata,Plethodontidae,Dendrotriton,rabbi,data,,,,,,XY,male heterogametic,,,,,NP,size difference,,,,,,Leon|P.|1978|Leon P and Kezer J. 1978. Chromosoma 65: 213-230,Leon|P.|1978|Leon P and Kezer J. 1978. Chromosoma 65: 213-230,,,,
amphibia,Caudata,Plethodontidae,Dendrotriton,xolocalcae,data,,,,,,XY,male heterogametic,,,,,NP,size difference,,,,,,Sessions|S.K.|1984|Sesssions SK 1984 in Hillis DM Green DM 1990 J Evol Biol 3: 49-64,Sessions|S.K.|1984|Sesssions SK 1984 in Hillis DM Green DM 1990 J Evol Biol 3: 49-64,,,,
amphibia,Caudata,Plethodontidae,Hydromantes,ambrosii,data,,,,,,XY,male heterogametic,,,,,NP,pericentric inversion,,,,,,"Nardi|I.|2002|Nardi I, Lucchini S, Batistoni R et al. 1986. Chromosoma 94: 377-388","Nardi|I.|2002|Nardi I, Lucchini S, Batistoni R et al. 1986. Chromosoma 94: 377-388",,,,
amphibia,Caudata,Plethodontidae,Hydromantes,flavus,data,,,,,,XY,male heterogametic,,,,,NP,pericentric inversion,,,,,,"Nardi|I.|2002|Nardi I, Lucchini S, Batistoni R et al. 1986. Chromosoma 94: 377-388","Nardi|I.|2002|Nardi I, Lucchini S, Batistoni R et al. 1986. Chromosoma 94: 377-388",,,,
